Nonce,Result
41276,2.53
41277,1.42
41278,8.03
41279,2.37
41280,1.65
41281,1.09
41282,2.12
41283,1.13
41284,1.65
41285,1.51
41286,1.41
41287,1.54
41288,2.43
41289,1.25
41290,8.83
41291,1.82
41292,1.12
41293,3.7
41294,2.13
41295,1.2
41296,1.3
41297,1.64
41298,5.08
41299,362.92
41300,1.65
41301,1.16
41302,1.81
41303,2.93
41304,5.09
41305,2.21
41306,2.47
41307,9.23
41308,3.08
41309,10.61
41310,1.84
41311,1.15
41312,4.81
41313,2.04
41314,1.26
41315,3.3
41316,2.13
41317,1.04
41318,1.9
41319,1.52
41320,25.49
41321,5.48
41322,4.97
41323,2.41
41324,1.8
41325,1.11
41326,1.01
41327,1.3
41328,1.81
41329,3.68
41330,1.05
41331,4.18
41332,3.35
41333,1.57
41334,1.85
41335,2.69
41336,3.38
41337,87.45
41338,1
41339,1.66
41340,2.47
41341,3.62
41342,1.53
41343,1.15
41344,1.09
41345,1.04
41346,1.7
41347,13.22
41348,256.42
41349,1.36
41350,1.47
41351,1.75
41352,1.85
41353,3.15
41354,1.99
41355,1.78
41356,2.03
41357,1.1
41358,3.04
41359,1.12
41360,3.96
41361,17.15
41362,1.06
41363,1.06
41364,1.11
41365,1.87
41366,2.7
41367,5.21
41368,1.03
41369,1.05
41370,2.11
41371,2.5
41372,5.17
41373,2.34
41374,3.69
41375,1.01
41376,1
41377,1.62
41378,1.03
41379,1.12
41380,4.32
41381,3.21
41382,1.99
41383,1.19
41384,1.31
41385,3.69
41386,11.29
41387,1.1
41388,1.28
41389,5.13
41390,2.78
41391,1.03
41392,1.39
41393,42.08
41394,19.98
41395,62.45
41396,2.44
41397,13.65
41398,7.54
41399,2.5
41400,6.25
41401,14.38
41402,9.27
41403,2.37
41404,1.05
41405,1.35
41406,1.17
41407,1.08
41408,4.39
41409,1.15
41410,1.06
41411,1.34
41412,1.02
41413,2.1
41414,2.37
41415,2.45
41416,1.39
41417,1.91
41418,1.05
41419,1.09
41420,4.74
41421,1.08
41422,7.61
41423,3.04
41424,3.7
41425,1.14
41426,1.36
41427,3.3
41428,2.15
41429,1.8
41430,1.25
41431,1.14
41432,1.65
41433,1.53
41434,4.0
41435,6.04
41436,1.74
41437,1.12
41438,1.45
41439,1.56
41440,2.06
41441,1.31
41442,1.18
41443,1.17
41444,45.36
41445,1.58
41446,1.38
41447,1.35
41448,2.56
41449,5.77
41450,2.21
41451,42.81
41452,1.83
41453,2.66
41454,14.52
41455,1.58
41456,1.0
41457,3.77
41458,1.63
41459,1.23
41460,1.57
41461,2.07
41462,2.32
41463,1
41464,5.59
41465,13.17
41466,8.36
41467,3.88
41468,1.38
41469,2.53
41470,1.03
41471,4.85
41472,28.19
41473,7.96
41474,1.55
41475,1.31
41476,3.17
41477,1.22
41478,1.15
41479,1.7
41480,1.04
41481,2.01
41482,1.64
41483,5.93
41484,1.23
41485,2.06
41486,5.69
41487,2.83
41488,1.15
41489,8.53
41490,1.94
41491,1.11
41492,1.22
41493,1.54
41494,2.84
41495,1.94
41496,1.73
41497,3.08
41498,1.79
41499,25.17
41500,1.26
41501,4.39
41502,1.22
41503,4.7
41504,6.84
41505,3.16
41506,1.37
41507,1.81
41508,1.56
41509,4.1
41510,90.32
41511,1.16
41512,1.6
41513,2.2
41514,1.03
41515,1.12
41516,3.12
41517,3.13
41518,6.26
41519,3.07
41520,2.34
41521,17.93
41522,1.21
41523,3.92
41524,558.16
41525,1.13
41526,2.72
41527,5.25
41528,1.1
41529,1.81
41530,14.53
41531,1.47
41532,1.86
41533,3.13
41534,3.24
41535,2.92
41536,1.21
41537,2.31
41538,1.16
41539,5.91
41540,1.1
41541,1.09
41542,1.02
41543,5.27
41544,3.78
41545,7.03
41546,1.65
41547,7.06
41548,1.89
41549,1.01
41550,1.21
41551,14.17
41552,1.76
41553,65.02
41554,1.17
41555,1.67
41556,1.07
41557,1.07
41558,1.63
41559,1.03
41560,76.26
41561,2.5
41562,1.07
41563,3.45
41564,1.15
41565,4.55
41566,3.13
41567,3.19
41568,1.18
41569,2.89
41570,1.65
41571,3.57
41572,1.77
41573,2.73
41574,11.8
41575,1.74
41576,3.63
41577,1.08
41578,1.48
41579,1.1
41580,2.71
41581,1.93
41582,6.83
41583,1.04
41584,7.0
41585,1.45
41586,5.72
41587,1.19
41588,1.14
41589,3.6
41590,1.14
41591,1.76
41592,1.89
41593,2.34
41594,1.67
41595,6.79
41596,2.35
41597,2.17
41598,2.47
41599,1.27
41600,1.96
41601,1.32
41602,1.44
41603,1.14
41604,1.74
41605,6.01
41606,17.6
41607,1.27
41608,2.19
41609,1.38
41610,2.16
41611,1.31
41612,1.02
41613,1.07
41614,2.23
41615,2.67
41616,19.32
41617,1.14
41618,4.79
41619,1.51
41620,1.16
41621,1.07
41622,1.25
41623,3.16
41624,1.03
41625,26.63
41626,2.55
41627,19.99
41628,1.28
41629,1.84
41630,1.74
41631,2.28
41632,9.79
41633,1.49
41634,1.17
41635,7.79
41636,1.14
41637,1.02
41638,2.12
41639,1.59
41640,4.2
41641,120.47
41642,44.63
41643,9.93
41644,1.14
41645,1.67
41646,4.07
41647,1.13
41648,1
41649,1.14
41650,1.16
41651,3.89
41652,5.96
41653,6.81
41654,5.22
41655,1.7
41656,1.03
41657,1.43
41658,1.2
41659,1.3
41660,1.8
41661,12.45
41662,1.45
41663,237.73
41664,5.44
41665,1.01
41666,6.66
41667,1.55
41668,11.48
41669,1.96
41670,2.43
41671,4.03
41672,9.01
41673,1.1
41674,1.52
41675,1.58
41676,1.7
41677,1.5
41678,1.01
41679,1.22
41680,1.86
41681,1.16
41682,3.36
41683,1.1
41684,1.55
41685,6.28
41686,1.84
41687,2.34
41688,3.38
41689,1.94
41690,2.08
41691,1.18
41692,1.75
41693,12.67
41694,1.05
41695,2.18
41696,23.23
41697,1
41698,56.31
41699,3.64
41700,637.21
41701,1.29
41702,2.55
41703,2.74
41704,1.3
41705,1.22
41706,5.65
41707,10.11
41708,1.37
41709,1.25
41710,1.18
41711,1.08
41712,3.9
41713,1.38
41714,1.28
41715,1.01
41716,1.76
41717,1.83
41718,1.01
41719,1.2
41720,1.09
41721,4.95
41722,1.65
41723,4.38
41724,1.05
41725,1.18
41726,1.93
41727,1.37
41728,3.89
41729,1.06
41730,4.43
41731,3.9
41732,2.76
41733,1.76
41734,5.34
41735,1.14
41736,6.34
41737,1.85
41738,1.11
41739,40.86
41740,1.72
41741,1.64
41742,2.14
41743,2.17
41744,1.38
41745,5.83
41746,1.55
41747,2.77
41748,1.95
41749,2.0
41750,44.97
41751,1.92
41752,9.56
41753,1.32
41754,2.89
41755,1.23
41756,1.04
41757,4.75
41758,1.36
41759,2.32
41760,1.21
41761,1.72
41762,1.23
41763,10.27
41764,7.81
41765,18.39
41766,3.6
41767,20.44
41768,1.2
41769,1.42
41770,1.91
41771,30.07
41772,1.38
41773,7.21
41774,1.43
41775,2.32
41776,1.36
41777,1.21
41778,1.95
41779,1.3
41780,4.54
41781,1.91
41782,2.13
41783,1.39
41784,4.59
41785,11.66
41786,1.13
41787,2.25
41788,1.04
41789,2.93
41790,1.52
41791,2.41
41792,1.13
41793,1.29
41794,1.63
41795,1.62
41796,2.11
41797,1.17
41798,1.66
41799,1.68
41800,1.1
41801,1.43
41802,1.98
41803,3.93
41804,1.65
41805,1.29
41806,6.26
41807,3.85
41808,1
41809,1.39
41810,91.39
41811,1.17
41812,2.59
41813,31.61
41814,5.72
41815,2.22
41816,15.05
41817,1.36
41818,3.12
41819,1.56
41820,4.41
41821,12.4
41822,11.38
41823,2.21
41824,11.0
41825,5.68
41826,3.61
41827,2.42
41828,3.3
41829,4.41
41830,1.57
41831,1.91
41832,3.06
41833,1.44
41834,4.39
41835,2.66
41836,1.1
41837,2.9
41838,6.52
41839,2.54
41840,1
41841,1.25
41842,1.53
41843,2.63
41844,1
41845,2.24
41846,2.66
41847,3.58
41848,1.43
41849,1.18
41850,1.13
41851,4.67
41852,33.26
41853,1.35
41854,1.26
41855,1.78
41856,7.61
41857,1.12
41858,2.16
41859,1.07
41860,1.63
41861,20.16
41862,2.12
41863,1.15
41864,1.12
41865,1.69
41866,3.02
41867,1.22
41868,1.49
41869,5.52
41870,1.81
41871,4.69
41872,1.98
41873,1.43
41874,13.56
41875,2.41
41876,2.67
41877,2.85
41878,2.39
41879,5.37
41880,1.47
41881,3.06
41882,1.13
41883,1.18
41884,2.74
41885,3.9
41886,1.39
41887,7.37
41888,1.22
41889,1.09
41890,1.09
41891,2.56
41892,1.22
41893,1.04
41894,9.3
41895,30.88
41896,1.6
41897,2.46
41898,2.44
41899,1.24
41900,15.11
41901,16.32
41902,1.62
41903,1.43
41904,13.9
41905,22.19
41906,1.1
41907,1.14
41908,17.2
41909,12.27
41910,1.28
41911,1.04
41912,7.02
41913,1.35
41914,1.5
41915,1.43
41916,1.07
41917,1.04
41918,2.95
41919,1.19
41920,1.64
41921,1.04
41922,1.78
41923,1.07
41924,5.08
41925,1.81
41926,5.95
41927,1.71
41928,1.57
41929,2.43
41930,4.87
41931,5.55
41932,1.52
41933,1.04
41934,7.44
41935,3.34
41936,1.43
41937,4.49
41938,1.44
41939,16.25
41940,2.41
41941,7.06
41942,13.62
41943,2.41
41944,1.37
41945,2.35
41946,3.78
41947,1.09
41948,1.1
41949,2.46
41950,1.9
41951,12.0
41952,7.38
41953,2.74
41954,7.78
41955,1.05
41956,1.55
41957,2.83
41958,2.72
41959,4.49
41960,2.17
41961,1.0
41962,4.26
41963,3.21
41964,2.52
41965,1.06
41966,6.69
41967,9.23
41968,4.46
41969,8.86
41970,1.23
41971,1.74
41972,138.71
41973,1.67
41974,1.02
41975,1.14
41976,1.22
41977,8.75
41978,1.54
41979,6.46
41980,1.7
41981,2.57
41982,1.49
41983,2.77
41984,3.2
41985,25.87
41986,86.24
41987,1.24
41988,2.33
41989,1.14
41990,1.71
41991,1.75
41992,1.2
41993,1.3
41994,6.35
41995,1039.29
41996,6.24
41997,2.06
41998,1.95
41999,1.05
42000,5.81
42001,11.01
42002,1.14
42003,3.91
42004,2.2
42005,7.61
42006,3.38
42007,23.83
42008,1.48
42009,1.02
42010,3.46
42011,2.84
42012,2.61
42013,1.76
42014,17.12
42015,5.31
42016,1.26
42017,3.92
42018,1.75
42019,5.45
42020,2.92
42021,1.32
42022,10.73
42023,1.19
42024,1.26
42025,1.14
42026,4.08
42027,1.1
42028,16.69
42029,3.85
42030,2.46
42031,1.12
42032,2.05
42033,1.24
42034,47.6
42035,3.0
42036,2.04
42037,1.03
42038,10.08
42039,2.0
42040,1.21
42041,1.96
42042,5.42
42043,1.53
42044,3.17
42045,2.78
42046,1.12
42047,2.82
42048,2.59
42049,12.66
42050,5.35
42051,2.44
42052,7.92
42053,5.19
42054,1.21
42055,4.4
42056,4.29
42057,1.1
42058,7.39
42059,2.16
42060,1.44
42061,1.85
42062,4.95
42063,1.16
42064,1.51
42065,2.29
42066,1.53
42067,1.67
42068,6.64
42069,13.03
42070,27.36
42071,1.76
42072,2.97
42073,1.7
42074,1.7
42075,7.29
42076,1.49
42077,2.59
42078,3.69
42079,1.14
42080,6.04
42081,500.07
42082,1.46
42083,1.3
42084,1.28
42085,1.86
42086,3.1
42087,14.75
42088,25.16
42089,47.66
42090,1.15
42091,7.4
42092,5.29
42093,1.19
42094,1.34
42095,1.0
42096,1.3
42097,3.69
42098,1.69
42099,3.63
42100,1.82
42101,1.18
42102,1.26
42103,3.66
42104,1.9
42105,2.24
42106,4.22
42107,1.06
42108,1.01
42109,6.6
42110,1.24
42111,6.29
42112,17.53
42113,3.86
42114,2.25
42115,1.68
42116,1.01
42117,5.7
42118,1.8
42119,1.42
42120,1.12
42121,1.73
42122,1.46
42123,2.15
42124,1.49
42125,2.13
42126,1.71
42127,1.58
42128,33.75
42129,1.78
42130,3.1
42131,1.09
42132,10.75
42133,68.99
42134,1.26
42135,5.72
42136,58.69
42137,1.05
42138,2.09
42139,5.17
42140,3.39
42141,1.23
42142,2.36
42143,1.89
42144,1.99
42145,1.58
42146,3.83
42147,1.18
42148,1.33
42149,4.44
42150,2.35
42151,1.68
42152,1.13
42153,1.42
42154,12.04
42155,9.85
42156,2.2
42157,1.01
42158,1.6
42159,1.4
42160,4.06
42161,2.5
42162,2.33
42163,1.02
42164,1.04
42165,12.95
42166,1.22
42167,1.67
42168,14.13
42169,1.28
42170,1.96
42171,1.9
42172,1.62
42173,2.63
42174,3.06
42175,1.02
42176,1.18
42177,1.04
42178,1.41
42179,1.43
42180,1
42181,1.0
42182,2.38
42183,7.22
42184,3.37
42185,2.01
42186,2.44
42187,3.35
42188,1.56
42189,1.01
42190,3.16
42191,2.04
42192,4.14
42193,20.58
42194,6.26
42195,1.42
42196,1.02
42197,1.01
42198,1.27
42199,1.83
42200,53.88
42201,1.09
42202,2.31
42203,1.98
42204,1.85
42205,3.33
42206,2.24
42207,1.82
42208,1.21
42209,2.35
42210,1.1
42211,3.37
42212,7.94
42213,1.05
42214,1.2
42215,84.96
42216,2.24
42217,1.19
42218,1.24
42219,3.02
42220,19.39
42221,1.43
42222,2.78
42223,49.64
42224,19.22
42225,1.17
42226,5.07
42227,1.14
42228,1.06
42229,9.85
42230,34.51
42231,13.4
42232,7.58
42233,1.03
42234,1.86
42235,1.34
42236,1.03
42237,7.38
42238,5.49
42239,1.09
42240,1.42
42241,1.14
42242,1.31
42243,1
42244,1.77
42245,3.32
42246,4.01
42247,37.41
42248,2.1
42249,1.19
42250,2.41
42251,2.12
42252,1.15
42253,1.55
42254,3.0
42255,3.05
42256,2.9
42257,31.13
42258,1.66
42259,1.05
42260,1.5
42261,1.56
42262,5.15
42263,17.95
42264,6.81
42265,15.66
42266,3.0
42267,3.74
42268,54.22
42269,1.22
42270,3.33
42271,2.67
42272,1.46
42273,1.01
42274,1.09
42275,4.02
42276,1.94
42277,4.38
42278,17.07
42279,1.07
42280,10.73
42281,3.81
42282,4.31
42283,2.11
42284,1.37
42285,3.42
42286,1.13
42287,2.49
42288,1.01
42289,2.93
42290,1.41
42291,4.31
42292,1.87
42293,1.01
42294,2.71
42295,1.42
42296,2.02
42297,1.61
42298,2.27
42299,2.57
42300,2.82
42301,1.01
42302,2.24
42303,2.83
42304,5.89
42305,1.61
42306,2.34
42307,1.19
42308,8.05
42309,1.0
42310,1.54
42311,3.56
42312,1.51
42313,1.52
42314,1.49
42315,1.06
42316,1.74
42317,1.12
42318,3.17
42319,1.51
42320,1.31
42321,8.24
42322,2.21
42323,2.44
42324,1
42325,3.04
42326,2.18
42327,1.89
42328,2.05
42329,1.65
42330,246.26
42331,2.62
42332,1.62
42333,1.4
42334,1.34
42335,1.38
42336,2.49
42337,1.74
42338,1.1
42339,2.42
42340,3.34
42341,1.15
42342,1.96
42343,2.83
42344,1.1
42345,24.19
42346,2.02
42347,1.81
42348,1.33
42349,1.31
42350,1.59
42351,3.87
42352,4.74
42353,2.14
42354,2.6
42355,1.16
42356,3.26
42357,1.36
42358,9.03
42359,1.4
42360,2.93
42361,1.56
42362,45.11
42363,2.72
42364,4.45
42365,1.33
42366,1.18
42367,2.96
42368,1.45
42369,4.92
42370,1.16
42371,1.22
42372,18.89
42373,3.51
42374,3.51
42375,1.94
42376,6.17
42377,1
42378,1
42379,42.03
42380,2.52
42381,1.05
42382,2.68
42383,1.04
42384,3.43
42385,1.89
42386,3.04
42387,19.64
42388,1.16
42389,10.11
42390,2.03
42391,3.2
42392,1.02
42393,1.36
42394,2.67
42395,1.22
42396,28.53
42397,3.94
42398,1.18
42399,1.03
42400,1.38
42401,2.18
42402,3.02
42403,1.09
42404,28.31
42405,26.83
42406,18.06
42407,4.7
42408,2.7
42409,1.31
42410,1
42411,7.79
42412,1.57
42413,1.01
42414,1.31
42415,1.15
42416,1.06
42417,3.93
42418,1.3
42419,1.0
42420,1.05
42421,3.15
42422,2.09
42423,2.78
42424,16.92
42425,3.12
42426,1.7
42427,2.98
42428,1.16
42429,3.47
42430,3.27
42431,1.06
42432,7.83
42433,3.88
42434,65.58
42435,1.48
42436,1.09
42437,2.08
42438,8.93
42439,1.77
42440,1.03
42441,1.22
42442,121.37
42443,8.72
42444,2.41
42445,2.08
42446,4.4
42447,1.37
42448,11.88
42449,3.66
42450,3.21
42451,1.43
42452,6.57
42453,2.76
42454,3.75
42455,1.8
42456,1.97
42457,2.15
42458,1.3
42459,1.16
42460,2.32
42461,1.1
42462,1.17
42463,2.96
42464,1.33
42465,1.91
42466,19.59
42467,3.19
42468,1.42
42469,4.31
42470,1.14
42471,1.25
42472,3.54
42473,3.54
42474,8.06
42475,2.9
42476,1
42477,1.12
42478,1.56
42479,2.21
42480,1.38
42481,3.35
42482,28.48
42483,1.01
42484,1.79
42485,1.26
42486,1.18
42487,2.6
42488,12.09
42489,2.0
42490,6.93
42491,2.13
42492,3.45
42493,1.18
42494,3.54
42495,1.17
42496,5.23
42497,1.17
42498,1.14
42499,2.95
42500,1.3
42501,7.07
42502,5.66
42503,1.01
42504,30.46
42505,1.6
42506,1.17
42507,12.1
42508,1.12
42509,1.23
42510,1.02
42511,1.38
42512,1.6
42513,1.76
42514,2.27
42515,2.22
42516,2.04
42517,1.15
42518,1.31
42519,7.99
42520,1.9
42521,2.53
42522,3.76
42523,1.38
42524,1.07
42525,9.53
42526,64.96
42527,3.9
42528,3.08
42529,4.23
42530,1.18
42531,3.62
42532,2.64
42533,1.29
42534,9.24
42535,3.5
42536,1.07
42537,1.39
42538,1.47
42539,3.74
42540,1.31
42541,3.31
42542,1.07
42543,3.9
42544,1.52
42545,1.9
42546,1.06
42547,5.51
42548,2.53
42549,5.4
42550,1.69
42551,1.38
42552,1.2
42553,1.53
42554,1.06
42555,3.22
42556,1.19
42557,1.01
42558,2.17
42559,5.55
42560,1.12
42561,2.15
42562,8.18
42563,1.06
42564,12.24
42565,2.05
42566,1.19
42567,4.9
42568,3.56
42569,1.62
42570,1.9
42571,2.53
42572,2.96
42573,2.12
42574,8.95
42575,1.61
42576,1.22
42577,1.97
42578,1.05
42579,4.04
42580,9.3
42581,1.08
42582,1.13
42583,1.02
42584,394.15
42585,3.64
42586,1.92
42587,7.39
42588,1.23
42589,18.16
42590,1.11
42591,3.61
42592,1.31
42593,1.49
42594,3.99
42595,1.91
42596,5.65
42597,1.94
42598,1.03
42599,18.85
42600,1.98
42601,5.09
42602,90.33
42603,1079.77
42604,15.28
42605,1.39
42606,2.02
42607,1.27
42608,7.5
42609,39.41
42610,6.2
42611,1.03
42612,1
42613,1.67
42614,1.38
42615,1.11
42616,3.74
42617,9.58
42618,1.91
42619,6.75
42620,1.02
42621,130.36
42622,1.12
42623,2.14
42624,1.45
42625,8.09
42626,2.16
42627,1.67
42628,1.46
42629,2.03
42630,4.65
42631,78.56
42632,2.02
42633,2.86
42634,6.93
42635,1.18
42636,4.84
42637,1.0
42638,1.03
42639,1.37
42640,1.34
42641,1.17
42642,23.64
42643,1.21
42644,1.5
42645,2.71
42646,1.31
42647,1.47
42648,3.18
42649,2.75
42650,1.95
42651,1.11
42652,2.45
42653,1.74
42654,2.71
42655,2.51
42656,1.64
42657,1.09
42658,1.46
42659,1.06
42660,2.88
42661,1.01
42662,2.11
42663,3.41
42664,1.65
42665,5.79
42666,1.03
42667,1.41
42668,14.05
42669,1.08
42670,1.8
42671,1.94
42672,18.56
42673,3.68
42674,26.98
42675,1.17
42676,2.52
42677,25.62
42678,1.91
42679,1.91
42680,1.7
42681,1.21
42682,60.55
42683,1.75
42684,2.53
42685,3.5
42686,1.41
42687,1.44
42688,8.33
42689,7.9
42690,1.61
42691,1.05
42692,2.16
42693,5.98
42694,50.5
42695,2.74
42696,10.67
42697,47.18
42698,1.82
42699,1.7
42700,1.26
42701,1.77
42702,3.23
42703,1.23
42704,2.57
42705,1.02
42706,7.54
42707,1.03
42708,3.01
42709,1.14
42710,2.65
42711,1.86
42712,4.47
42713,1.09
42714,21.43
42715,1.23
42716,1.03
42717,1.07
42718,1.54
42719,2.76
42720,3.36
42721,1.28
42722,1.56
42723,1.31
42724,1.06
42725,1.2
42726,32.17
42727,1.19
42728,2.87
42729,1.36
42730,3.64
42731,2.84
42732,1.04
42733,1.52
42734,11.6
42735,1.4
42736,1.15
42737,3.03
42738,4.99
42739,1.09
42740,1.19
42741,2.56
42742,2.14
42743,4.27
42744,4.06
42745,1.16
42746,8.59
42747,1.83
42748,2.85
42749,1.64
42750,2.27
42751,1.45
42752,1.14
42753,1.14
42754,3.39
42755,21.0
42756,1.45
42757,7.4
42758,1.78
42759,1.05
42760,1.15
42761,6.73
42762,1.1
42763,1.14
42764,1.13
42765,5.02
42766,1.48
42767,1.22
42768,1.0
42769,2.51
42770,25.69
42771,3.51
42772,1.07
42773,1.61
42774,1.09
42775,1.57
42776,2.03
42777,1.39
42778,3.37
42779,1.12
42780,8.75
42781,3.69
42782,1.73
42783,1.07
42784,1.0
42785,1.65
42786,1.21
42787,1.35
42788,1.43
42789,5.97
42790,7.05
42791,2.67
42792,1.72
42793,5.01
42794,8.43
42795,1.01
42796,1.97
42797,2.81
42798,1.04
42799,2.5
42800,1.41
42801,11.59
42802,2.45
42803,2.08
42804,11.24
42805,1.35
42806,1.55
42807,1.13
42808,10.68
42809,1.32
42810,1.03
42811,110.07
42812,1.1
42813,1.16
42814,78.65
42815,9.73
42816,7.38
42817,1.72
42818,1.18
42819,1.24
42820,1.58
42821,2.88
42822,2.16
42823,1.26
42824,1.71
42825,1.09
42826,1.52
42827,5.84
42828,1.31
42829,3.19
42830,1.05
42831,1.93
42832,1.59
42833,1.67
42834,1.5
42835,3.47
42836,6.44
42837,1.55
42838,1.05
42839,3.18
42840,2.24
42841,1.47
42842,1.07
42843,2.65
42844,3.77
42845,6.22
42846,1.11
42847,1.87
42848,3.05
42849,2.68
42850,1.3
42851,1.15
42852,1.83
42853,2.18
42854,2.34
42855,4.87
42856,3.08
42857,121.78
42858,1.17
42859,1.16
42860,1.21
42861,1.27
42862,3.51
42863,2.25
42864,2.1
42865,1.79
42866,3.84
42867,2.54
42868,1
42869,3.02
42870,1.46
42871,3.65
42872,1.04
42873,4.17
42874,1.14
42875,9.68
42876,5.81
42877,1.08
42878,5.14
42879,2.36
42880,1.74
42881,1.78
42882,5.35
42883,3.12
42884,2.68
42885,1.94
42886,4.88
42887,1.0
42888,1.44
42889,1.5
42890,1.23
42891,1.52
42892,1.25
42893,1.89
42894,1.5
42895,6.36
42896,1.42
42897,1.35
42898,1.13
42899,1.17
42900,1.81
42901,17.41
42902,2.97
42903,2.46
42904,1.5
42905,1.38
42906,5.38
42907,4.54
42908,1
42909,20.01
42910,21.07
42911,2.36
42912,2.03
42913,4.1
42914,6.81
42915,1.72
42916,1.33
42917,1.18
42918,1.72
42919,4.42
42920,12.04
42921,1.08
42922,8.21
42923,3.68
42924,1.65
42925,3.69
42926,9.44
42927,2.49
42928,2.22
42929,13.14
42930,1.46
42931,17.13
42932,2.0
42933,1.33
42934,1.41
42935,1.45
42936,5.37
42937,2.46
42938,31.59
42939,1.09
42940,4.58
42941,13.4
42942,1.92
42943,2.49
42944,1.07
42945,3.06
42946,1.54
42947,2.22
42948,21.21
42949,2.74
42950,13.39
42951,1.1
42952,1.18
42953,2.54
42954,1.46
42955,4.74
42956,1.11
42957,32.74
42958,1.55
42959,1.69
42960,2.93
42961,3.36
42962,2.57
42963,1.16
42964,2.4
42965,1.15
42966,1.14
42967,1.99
42968,1.16
42969,1.5
42970,1.24
42971,11.05
42972,1.11
42973,1.71
42974,4.36
42975,1.3
42976,3.66
42977,1.46
42978,1.3
42979,2.07
42980,1.16
42981,13.04
42982,1.23
42983,1.83
42984,1.32
42985,82.86
42986,2.67
42987,1.16
42988,3.18
42989,1.09
42990,3.21
42991,2.25
42992,6.36
42993,1.51
42994,38.71
42995,7.62
42996,16.45
42997,1
42998,6.1
42999,1.44
43000,1.11
43001,2.34
43002,1.37
43003,2.99
43004,1.54
43005,2.44
43006,3.32
43007,7.6
43008,1.57
43009,9.29
43010,1.42
43011,2.04
43012,1.93
43013,1.03
43014,1.19
43015,1.1
43016,2.07
43017,3.7
43018,4.94
43019,9.19
43020,1.94
43021,1.14
43022,10.92
43023,2.17
43024,1.54
43025,1.53
43026,1.0
43027,7.53
43028,2.71
43029,1.54
43030,1.34
43031,4.81
43032,1.67
43033,1.17
43034,3.92
43035,1.21
43036,4.05
43037,1.29
43038,13.89
43039,2.24
43040,4.63
43041,12.29
43042,1.04
43043,2.03
43044,7.99
43045,3.72
43046,2.27
43047,1.21
43048,1.33
43049,5.08
43050,1.13
43051,23.39
43052,1.01
43053,1.0
43054,1.4
43055,1
43056,5.76
43057,16.3
43058,7.23
43059,1.71
43060,5.95
43061,7.79
43062,1.04
43063,2.34
43064,1.29
43065,1.02
43066,2.69
43067,2.07
43068,1.56
43069,87.27
43070,1.49
43071,8.64
43072,2.68
43073,1.81
43074,3.45
43075,2.58
43076,1.09
43077,1.19
43078,1.38
43079,233.62
43080,1.97
43081,1.14
43082,1.64
43083,1.05
43084,2.15
43085,1.3
43086,1.58
43087,1.48
43088,3.47
43089,37.89
43090,1.42
43091,10.84
43092,1.38
43093,1.19
43094,1.89
43095,1.4
43096,1.63
43097,1.03
43098,3.21
43099,1.86
43100,5.8
43101,1.38
43102,11.56
43103,7.14
43104,1.87
43105,2.16
43106,5.39
43107,1.26
43108,1.02
43109,28.96
43110,1.74
43111,264.36
43112,28.25
43113,10.08
43114,1.59
43115,1.09
43116,2.79
43117,2.53
43118,1.03
43119,18.51
43120,7.56
43121,9.86
43122,2.6
43123,1.11
43124,1.16
43125,50.39
43126,4.96
43127,3.47
43128,3.45
43129,1.61
43130,1.13
43131,1
43132,2.28
43133,4.3
43134,1.09
43135,13.92
43136,1.15
43137,3.15
43138,1.01
43139,1.29
43140,1.2
43141,3.2
43142,1.53
43143,2.79
43144,1.22
43145,1.28
43146,6.38
43147,2.6
43148,1.48
43149,4.04
43150,1.4
43151,1.58
43152,2.32
43153,2.58
43154,5.18
43155,1.1
43156,4.12
43157,1.41
43158,1.09
43159,1.65
43160,1.01
43161,3.94
43162,1.67
43163,2.94
43164,4.42
43165,1.63
43166,7.22
43167,3.1
43168,1.14
43169,2.04
43170,1.67
43171,4.86
43172,1.2
43173,1.14
43174,1.33
43175,1.72
43176,2.0
43177,7.95
43178,67.01
43179,3.49
43180,1.05
43181,4.37
43182,2.76
43183,9.68
43184,4.16
43185,2.29
43186,2.15
43187,1.78
43188,6.61
43189,1.57
43190,1.16
43191,1.11
43192,1.29
43193,4.69
43194,4.33
43195,4.08
43196,1.17
43197,1.31
43198,1.2
43199,12.95
43200,1.2
43201,3.54
43202,12.48
43203,2.32
43204,7.75
43205,3.08
43206,1.77
43207,2.39
43208,1.13
43209,1.15
43210,1.74
43211,3.07
43212,1.71
43213,4.21
43214,2.65
43215,46.6
43216,3.59
43217,2.0
43218,1.51
43219,5.05
43220,1.05
43221,1.63
43222,1.0
43223,1.16
43224,11.03
43225,3.26
43226,1.01
43227,105.61
43228,1.26
43229,2.3
43230,3.99
43231,1.32
43232,1.79
43233,2.03
43234,6.13
43235,1.11
43236,1.0
43237,3.16
43238,1.43
43239,3.03
43240,3.92
43241,1.48
43242,1.9
43243,13.67
43244,1.11
43245,1.31
43246,3.37
43247,2.33
43248,1.9
43249,1.25
43250,1.3
43251,2.36
43252,3.14
43253,1.3
43254,1.34
43255,1.36
43256,1.94
43257,6.5
43258,5.9
43259,2.37
43260,1.39
43261,6.27
43262,2.54
43263,1.9
43264,21.52
43265,1.0
43266,4.18
43267,7.4
43268,102.47
43269,1.17
43270,1.67
43271,2.58
43272,2.05
43273,1.43
43274,1.37
43275,1.2
43276,10.22
43277,2.81
43278,2.55
43279,1.16
